id,fecha,fechaEntrega,estado,nombreDomiciliario,idDomiciliario,costo
1483,7/20/2023,12/24/2023,C,Scarface,609,9638
1484,8/24/2023,7/29/2023,E,Gualterio,647,5903
1485,7/13/2023,7/20/2023,E,Trev,593,33627
1486,2/11/2024,10/24/2023,R,Terrance,509,7583
1487,9/21/2023,6/27/2023,C,Aloysia,535,5127
1488,10/31/2023,11/10/2023,R,Waldon,373,27892
1489,4/6/2024,9/2/2023,R,Brenden,387,26662
1490,6/26/2023,1/13/2024,R,Viva,550,4374
1491,8/6/2023,9/5/2023,R,Lynn,367,48684
1492,12/7/2023,6/26/2023,E,Giffy,464,28530
1493,2/25/2024,10/3/2023,R,Jenica,73,2213
1494,2/16/2024,3/23/2024,P,Normy,169,43637
1495,6/29/2023,5/9/2023,E,Idalina,20,17388
1496,6/25/2023,9/23/2023,C,Roxanna,91,22784
1497,5/14/2023,8/14/2023,R,Oswald,898,34470
1498,12/2/2023,10/22/2023,E,Joaquin,752,38683
1499,6/11/2023,10/14/2023,C,Andromache,37,33085
1500,2/15/2024,6/15/2023,R,Issi,661,716
1501,10/4/2023,2/5/2024,P,Shurlock,827,22038
1502,4/22/2023,3/20/2024,P,Caitrin,273,27752
1503,12/4/2023,4/4/2024,R,Baron,691,41025
1504,1/31/2024,6/4/2023,R,Garrett,978,3400
1505,2/11/2024,11/10/2023,C,Dorthea,146,4120
1506,10/16/2023,6/24/2023,R,Elnora,888,41315
1507,10/8/2023,12/17/2023,R,Bili,679,41648
1508,3/17/2024,11/1/2023,E,Jedidiah,246,17045
1509,2/10/2024,9/29/2023,C,Wiatt,388,43610
1510,10/14/2023,12/11/2023,P,Roobbie,718,11465
1511,8/7/2023,1/14/2024,P,Karel,927,34278
1512,7/1/2023,2/23/2024,R,Kaleena,710,1666
1513,11/25/2023,5/12/2023,P,Mireille,998,27552
1514,8/5/2023,11/19/2023,C,Ginger,650,34097
1515,4/2/2024,3/25/2024,R,Jeno,412,15046
1516,9/7/2023,3/20/2024,P,Ann-marie,595,14844
1517,7/12/2023,8/29/2023,R,Perrine,436,17148
1518,6/29/2023,5/26/2023,R,Jozef,559,34604
1519,11/30/2023,8/8/2023,E,Harmonie,217,36748
1520,9/2/2023,7/30/2023,P,Tye,845,4078
1521,8/14/2023,1/28/2024,E,Robin,50,30905
1522,5/1/2023,12/22/2023,P,Rochell,239,39772
1523,6/21/2023,5/19/2023,C,Editha,938,17973
1524,5/19/2023,12/19/2023,E,Belva,144,34611
1525,5/19/2023,8/19/2023,E,Georgianne,873,26653
1526,5/13/2023,5/1/2023,R,Eberto,403,25612
1527,12/29/2023,3/2/2024,C,Niven,598,30010
1528,8/26/2023,3/21/2024,C,Bay,571,21268
1529,3/4/2024,5/23/2023,P,Cornelle,754,36673
1530,4/18/2023,12/4/2023,R,Terese,649,27250
1531,12/1/2023,6/2/2023,C,Vidovic,865,21584
1532,12/17/2023,12/27/2023,P,Cherilynn,944,29891
1533,7/13/2023,6/2/2023,C,Jan,957,21322
1534,12/14/2023,5/26/2023,E,Laryssa,140,23260
1535,2/21/2024,11/9/2023,P,Portie,709,31874
1536,5/4/2023,2/25/2024,C,Jacklin,859,30798
1537,6/28/2023,5/6/2023,C,Sly,415,44441
1538,5/19/2023,12/29/2023,C,Sigfried,606,27512
1539,2/21/2024,12/29/2023,E,Paul,526,41329
1540,2/5/2024,3/8/2024,P,Pepi,492,36226
1541,12/16/2023,7/11/2023,P,Sinclair,466,25623
1542,11/4/2023,12/21/2023,C,Tressa,893,43705
1543,5/31/2023,4/9/2024,R,Abra,574,45308
1544,2/16/2024,8/28/2023,E,Raul,419,13611
1545,1/17/2024,5/28/2023,R,Em,916,18157
1546,9/22/2023,9/16/2023,C,Bernie,143,28586
1547,1/9/2024,8/21/2023,P,Samuele,289,26023
1548,12/31/2023,10/22/2023,R,Thain,688,44362
1549,8/16/2023,5/2/2023,E,Marsiella,630,8546
1550,4/30/2023,8/13/2023,P,Hieronymus,689,739
1551,3/12/2024,8/23/2023,E,Sherrie,80,26775
1552,8/10/2023,1/2/2024,E,Roddie,498,48392
1553,2/6/2024,1/30/2024,C,Gonzales,201,352
1554,9/3/2023,8/25/2023,R,Gene,361,46410
1555,10/19/2023,11/29/2023,C,Mara,547,7369
1556,5/19/2023,12/5/2023,E,Tamera,960,7432
1557,6/9/2023,4/1/2024,R,Albert,43,14916
1558,5/2/2023,11/8/2023,E,Pamela,383,40500
1559,9/8/2023,9/28/2023,E,Gaylor,601,38576
1560,12/11/2023,2/10/2024,C,Siobhan,700,2452
1561,1/9/2024,3/22/2024,E,Milton,902,20610
1562,8/2/2023,1/24/2024,E,Sue,338,37432
1563,6/22/2023,9/1/2023,E,Cymbre,287,31609
1564,8/16/2023,12/4/2023,C,Arty,434,45308
1565,10/24/2023,6/8/2023,P,Jedidiah,795,49859
1566,3/30/2024,3/29/2024,R,Zebulen,450,41554
1567,10/26/2023,7/24/2023,R,Cassie,22,41822
1568,5/31/2023,1/28/2024,P,Levy,915,9402
1569,2/1/2024,1/9/2024,E,Moselle,17,6547
1570,3/26/2024,6/2/2023,P,Vere,230,45078
1571,7/9/2023,2/13/2024,E,Gerda,560,26727
1572,1/12/2024,10/28/2023,E,Dee dee,209,25338
1573,3/20/2024,9/1/2023,R,Gill,651,9714
1574,3/29/2024,11/26/2023,C,Noelle,908,25794
1575,8/15/2023,11/16/2023,P,Arielle,591,26508
1576,9/10/2023,6/11/2023,R,Juliann,626,574
1577,1/30/2024,5/28/2023,P,Butch,969,15388
1578,10/19/2023,11/3/2023,P,Corabella,416,8147
1579,12/11/2023,11/18/2023,C,Bondie,975,37353
1580,6/12/2023,10/29/2023,P,Nancy,617,31222
1581,10/1/2023,6/10/2023,P,Gerrie,762,40185
1582,11/9/2023,12/28/2023,E,Jenda,905,24892
1583,6/2/2023,5/31/2023,R,Horatius,167,226
1584,8/29/2023,2/15/2024,P,Leon,207,22811
1585,2/3/2024,10/5/2023,C,Faye,726,17035
1586,11/22/2023,10/5/2023,P,Shelley,172,45921
1587,5/12/2023,6/23/2023,P,Alec,490,5299
1588,10/23/2023,1/16/2024,E,Giordano,527,42598
1589,12/28/2023,4/28/2023,C,Land,183,5077
1590,2/4/2024,12/5/2023,C,Sandy,982,31387
1591,5/17/2023,11/27/2023,P,Megen,614,27368
1592,6/10/2023,8/28/2023,C,Dorthea,71,2573
1593,5/14/2023,6/10/2023,P,Idaline,29,2098
1594,1/24/2024,7/28/2023,C,Poul,912,9568
1595,4/18/2023,6/27/2023,R,Marrissa,31,47574
1596,12/19/2023,7/13/2023,P,Robinia,911,38301
1597,9/25/2023,4/16/2023,R,Erhard,853,12090
1598,6/28/2023,6/15/2023,C,Amber,529,45097
1599,3/24/2024,2/26/2024,C,Geri,503,30762
1600,1/19/2024,12/3/2023,R,Daune,799,2420
1601,6/1/2023,6/30/2023,C,Loree,478,33011
1602,6/2/2023,7/22/2023,C,Linell,129,21163
1603,4/12/2024,7/17/2023,P,Karlyn,135,8509
1604,12/3/2023,3/13/2024,R,Flss,667,35652
1605,3/25/2024,7/11/2023,C,Creigh,965,25504
1606,1/13/2024,9/6/2023,P,Edgardo,424,8674
1607,4/14/2023,8/24/2023,P,Vita,468,40632
1608,9/21/2023,6/13/2023,C,Collete,742,36039
1609,7/11/2023,7/7/2023,P,Isaac,13,49567
1610,3/21/2024,12/30/2023,R,Garvey,446,6367
1611,10/17/2023,9/26/2023,R,Fionnula,875,38467
1612,9/13/2023,9/24/2023,C,Darelle,291,40720
1613,2/20/2024,12/30/2023,R,Vlad,851,32430
1614,3/14/2024,6/13/2023,R,Henri,668,37643
1615,5/29/2023,2/10/2024,R,Heddie,790,1503
1616,9/9/2023,1/23/2024,C,Arabella,283,17685
1617,5/24/2023,8/18/2023,C,Charil,874,12441
1618,9/5/2023,9/14/2023,P,Umberto,248,2562
1619,2/11/2024,4/15/2023,E,Rinaldo,325,46450
1620,3/11/2024,6/17/2023,R,Faunie,328,49577
1621,5/22/2023,2/8/2024,P,Putnem,699,17249
1622,5/7/2023,2/17/2024,P,Giustina,624,35088
1623,11/6/2023,7/15/2023,R,Ceciley,868,24348
1624,10/7/2023,1/6/2024,P,Pammy,125,46924
1625,7/31/2023,9/27/2023,P,Ab,712,18474
1626,9/27/2023,11/27/2023,P,Chev,586,13046
1627,1/29/2024,3/26/2024,R,Heloise,171,43779
1628,4/21/2023,8/25/2023,E,Jeth,457,18740
1629,8/16/2023,3/15/2024,C,Giacomo,94,3639
1630,9/23/2023,8/25/2023,E,Nichol,145,3181
1631,6/17/2023,7/1/2023,P,Nicol,791,26280
1632,5/3/2023,10/21/2023,R,Vittorio,663,16458
1633,9/26/2023,4/3/2024,C,Micheil,249,3608
1634,11/23/2023,11/10/2023,P,Benedetto,809,39345
1635,6/12/2023,4/14/2023,P,Ediva,108,8589
1636,2/26/2024,11/25/2023,E,Eula,553,14676
1637,12/30/2023,3/12/2024,R,Selene,220,3424
1638,3/5/2024,4/15/2023,P,Naoma,251,7574
1639,11/7/2023,7/13/2023,E,Norrie,901,29591
1640,3/10/2024,6/5/2023,P,Astra,719,10985
1641,2/1/2024,7/19/2023,R,Ignacio,390,6382
1642,4/21/2023,2/5/2024,E,Berny,575,49756
1643,10/23/2023,1/29/2024,C,Carroll,237,48688
1644,11/20/2023,5/20/2023,P,Brier,141,17931
1645,7/7/2023,5/25/2023,C,Martainn,60,44935
1646,12/21/2023,6/23/2023,R,Early,86,26815
1647,7/14/2023,2/20/2024,R,Saba,34,7552
1648,2/14/2024,8/18/2023,R,Viv,864,11229
1649,1/7/2024,8/3/2023,C,Stephi,114,32051
1650,2/6/2024,5/26/2023,P,Hali,163,18716
1651,8/10/2023,8/31/2023,R,Lyon,863,39663
1652,11/9/2023,10/28/2023,R,Kain,6,33941
1653,9/25/2023,12/20/2023,C,Estrella,848,30539
1654,6/14/2023,3/12/2024,P,Raeann,477,36638
1655,5/11/2023,12/28/2023,E,Danyette,763,49985
1656,2/16/2024,7/28/2023,P,Marje,205,19604
1657,5/6/2023,5/5/2023,P,Bride,147,12528
1658,9/21/2023,2/3/2024,C,Corena,733,33321
1659,8/12/2023,11/18/2023,R,Gabrila,476,34608
1660,12/22/2023,1/2/2024,E,Christoffer,52,1327
1661,6/23/2023,8/8/2023,C,Barry,99,28220
1662,7/15/2023,8/20/2023,C,Brande,394,39201
1663,8/10/2023,8/23/2023,R,Tamarah,820,36770
1664,6/23/2023,5/5/2023,P,Annmarie,189,49202
1665,5/16/2023,7/30/2023,E,Simmonds,156,32420
1666,3/16/2024,7/23/2023,C,Jonah,715,20588
1667,12/22/2023,11/12/2023,C,Hugo,840,25551
1668,12/27/2023,2/14/2024,E,Guthry,193,41168
1669,12/17/2023,10/25/2023,E,Morey,638,12007
1670,6/14/2023,7/21/2023,R,Andriana,596,29141
1671,10/29/2023,6/4/2023,E,Bord,14,35037
1672,4/8/2024,2/7/2024,P,Cyndi,671,20388
1673,5/10/2023,4/22/2023,R,Graham,139,33010
1674,4/6/2024,3/5/2024,C,Claudell,459,22067
1675,5/31/2023,4/5/2024,R,Garth,76,10367
1676,9/3/2023,4/26/2023,E,Caddric,98,49102
1677,1/2/2024,11/7/2023,E,Vivian,807,31421
1678,3/29/2024,4/4/2024,P,Filip,692,10435
1679,11/27/2023,9/27/2023,R,Tadeo,185,3559
1680,3/16/2024,5/12/2023,R,Isadora,440,33005
1681,9/14/2023,6/11/2023,C,Christel,335,11182
1682,6/13/2023,9/6/2023,E,Camey,336,44142
1683,12/28/2023,8/13/2023,E,Jaquenetta,444,26147
1684,5/7/2023,7/23/2023,E,Kingsly,714,15119
1685,12/23/2023,6/21/2023,E,Cecilio,736,13004
1686,1/26/2024,11/6/2023,C,Law,151,24598
1687,5/27/2023,5/2/2023,R,Ciro,191,1080
1688,10/13/2023,6/19/2023,C,Cassy,192,8366
1689,3/31/2024,5/31/2023,E,Tanner,981,42630
1690,5/17/2023,11/14/2023,C,Filip,659,46448
1691,4/9/2024,8/10/2023,R,Maddie,566,37558
1692,2/22/2024,1/28/2024,R,Rhiamon,267,38906
1693,2/29/2024,12/11/2023,P,Wallie,406,41888
1694,1/1/2024,8/16/2023,E,Stanleigh,458,10584
1695,5/23/2023,10/19/2023,P,Rowen,542,47983
1696,8/27/2023,6/27/2023,E,Carlie,934,42911
1697,11/11/2023,5/22/2023,E,Edd,386,45554
1698,3/6/2024,6/30/2023,R,Jeddy,782,11302
1699,5/19/2023,8/13/2023,C,Brianna,316,32081
1700,11/13/2023,7/1/2023,R,Tawnya,158,17848
1701,3/15/2024,9/14/2023,C,Hebert,495,14707
1702,3/15/2024,2/22/2024,E,Aubry,943,39457
1703,2/1/2024,10/28/2023,E,Leroi,740,9225
1704,11/15/2023,10/12/2023,C,Tina,384,38534
1705,7/14/2023,12/21/2023,P,Shelia,722,32710
1706,1/12/2024,8/6/2023,E,Willard,903,15212
1707,7/22/2023,3/6/2024,C,Kelby,214,34254
1708,5/30/2023,12/19/2023,R,Hubert,708,23869
1709,8/2/2023,1/13/2024,R,Debora,188,30785
1710,7/26/2023,8/9/2023,P,Nolana,519,4934
1711,12/3/2023,10/30/2023,E,Beatrice,23,42203
1712,11/17/2023,12/5/2023,C,Marianna,203,33349
1713,2/27/2024,8/3/2023,P,Farrah,801,17502
1714,8/9/2023,3/26/2024,R,Milicent,857,19918
1715,12/10/2023,2/16/2024,C,Foster,739,20205
1716,6/18/2023,9/5/2023,C,Towny,989,32601
1717,6/26/2023,9/21/2023,P,Alick,265,44347
1718,6/5/2023,4/25/2023,R,Derk,532,4496
1719,5/24/2023,8/5/2023,E,Olia,102,47108
1720,10/19/2023,11/6/2023,P,Gail,890,33200
1721,11/25/2023,8/26/2023,P,Tildie,445,47694
1722,4/20/2023,4/8/2024,E,Janelle,738,8751
1723,1/27/2024,12/24/2023,E,Lizzy,180,45484
1724,7/13/2023,4/8/2024,P,Annnora,1,39099
1725,12/15/2023,5/19/2023,E,Karlene,460,14855
1726,1/30/2024,10/24/2023,C,Traver,844,49159
1727,8/2/2023,3/5/2024,E,Margalo,769,1776
1728,8/4/2023,12/16/2023,P,Selie,501,12690
1729,11/15/2023,11/27/2023,R,Lanie,866,20183
1730,2/29/2024,8/7/2023,R,Sutherland,892,37443
1731,8/21/2023,11/13/2023,C,Bernardina,774,18206
1732,10/22/2023,12/18/2023,P,Elvira,895,6530
1733,9/23/2023,8/17/2023,P,Babette,372,14025
1734,7/14/2023,6/30/2023,R,Oona,802,29111
1735,9/19/2023,1/31/2024,C,Melodee,657,49605
1736,1/22/2024,8/11/2023,R,Dyanna,536,18246
1737,2/8/2024,4/3/2024,E,Sibyl,510,48129
1738,10/14/2023,10/26/2023,P,Norene,948,4317
1739,6/18/2023,2/13/2024,C,Averil,221,26802
1740,8/8/2023,1/9/2024,P,Fredia,320,22333
1741,11/13/2023,10/3/2023,C,Luise,456,42375
1742,7/23/2023,6/28/2023,R,Fairlie,637,36216
1743,10/26/2023,3/29/2024,R,Meyer,302,43705
1744,2/19/2024,8/8/2023,E,Camellia,780,14378
1745,2/11/2024,4/17/2023,R,Lincoln,103,11362
1746,10/9/2023,11/25/2023,E,Lemar,281,6599
1747,5/2/2023,1/31/2024,C,Todd,816,36492
1748,8/31/2023,1/29/2024,P,Elisabeth,757,14284
1749,10/25/2023,1/30/2024,P,Mohammed,758,3374
1750,10/17/2023,9/13/2023,E,Micheal,921,45005
1751,1/7/2024,3/29/2024,P,Lesli,577,43530
1752,9/8/2023,9/13/2023,P,Patton,420,17104
1753,9/23/2023,4/2/2024,P,Lyn,904,34728
1754,2/24/2024,4/29/2023,C,June,350,21703
1755,6/27/2023,6/21/2023,E,Elisabetta,409,7077
1756,3/28/2024,3/24/2024,C,Leann,597,38899
1757,2/25/2024,2/1/2024,P,Alysia,497,39465
1758,1/11/2024,7/9/2023,P,Leshia,438,17525
1759,5/9/2023,3/25/2024,E,Georgia,190,20402
1760,8/5/2023,9/3/2023,R,Wallis,104,16493
1761,10/15/2023,2/24/2024,R,Sal,379,25350
1762,12/20/2023,9/1/2023,P,Wilmer,119,40370
1763,5/24/2023,4/13/2024,C,Lonee,425,3655
1764,9/17/2023,8/29/2023,C,Elias,154,32625
1765,7/2/2023,3/24/2024,P,April,479,43998
1766,7/2/2023,8/2/2023,E,Dede,399,16761
1767,5/30/2023,12/18/2023,C,Noah,972,20323
1768,2/9/2024,6/20/2023,R,Coraline,16,18001
1769,12/2/2023,1/3/2024,P,Kris,544,25586
1770,6/12/2023,8/28/2023,P,Kennith,423,32129
1771,2/12/2024,2/6/2024,P,Aleda,745,15686
1772,4/23/2023,12/11/2023,R,Alwyn,427,9826
1773,11/3/2023,12/23/2023,R,Kath,684,23984
1774,5/12/2023,2/15/2024,E,Sheppard,883,20540
1775,9/17/2023,12/2/2023,C,Clark,177,40031
1776,8/16/2023,7/7/2023,P,Marigold,876,30703
1777,10/19/2023,7/17/2023,E,Alexandre,95,27644
1778,6/17/2023,8/15/2023,R,Adham,966,10485
1779,1/28/2024,11/9/2023,R,Khalil,928,24938
1780,3/7/2024,7/15/2023,R,Nike,618,5504
1781,5/25/2023,1/13/2024,C,Miles,680,1681
1782,8/13/2023,9/12/2023,C,Callida,370,20478
1783,4/11/2024,5/16/2023,P,Cristobal,870,42493
1784,4/24/2023,10/8/2023,E,Izabel,743,11968
1785,8/24/2023,3/5/2024,E,Murray,805,32160
1786,4/8/2024,2/9/2024,R,Odelia,218,13516
1787,10/1/2023,4/5/2024,C,Giorgi,345,11286
1788,6/29/2023,12/15/2023,P,Danni,78,28144
1789,5/5/2023,11/22/2023,E,Dylan,686,43156
1790,1/22/2024,3/22/2024,E,Blake,454,3467
1791,2/17/2024,2/8/2024,E,Creigh,965,28366
1792,3/19/2024,5/31/2023,P,Jammie,36,20310
1793,11/9/2023,10/27/2023,R,Augustina,869,43662
1794,11/26/2023,2/16/2024,E,Daniela,815,40124
1795,12/7/2023,1/13/2024,P,Lin,422,29688
1796,7/22/2023,9/28/2023,E,Moselle,17,26192
1797,5/29/2023,2/9/2024,C,Michel,365,25347
1798,7/16/2023,5/3/2023,E,Johnette,61,9024
1799,10/15/2023,6/18/2023,R,Ev,576,3846
1800,3/13/2024,11/14/2023,R,Rochell,239,3405
1801,5/10/2023,8/4/2023,E,Ceciley,868,29075
1802,6/24/2023,3/20/2024,E,Nananne,641,48786
1803,3/30/2024,3/24/2024,C,Liz,396,11840
1804,1/22/2024,11/16/2023,E,Mabel,793,18492
1805,7/2/2023,8/15/2023,P,Worden,317,46285
1806,8/10/2023,8/11/2023,E,Jodee,215,22503
1807,12/13/2023,5/29/2023,R,Heda,788,5550
1808,12/16/2023,4/8/2024,P,Alisha,447,22939
1809,3/25/2024,10/24/2023,C,Camellia,780,20979
1810,1/12/2024,12/15/2023,P,Wayne,554,1984
1811,10/19/2023,4/7/2024,E,Rodrigo,794,41720
1812,3/18/2024,4/10/2024,P,Zared,322,44949
1813,2/23/2024,1/29/2024,E,Skipton,889,21878
1814,2/13/2024,9/24/2023,C,Brooks,368,39929
1815,9/14/2023,7/10/2023,R,Coralie,429,24111
1816,4/14/2023,1/8/2024,P,Sherwin,654,13468
1817,3/20/2024,3/9/2024,C,Denny,749,43506
1818,1/19/2024,3/22/2024,P,Obadias,331,49541
1819,7/25/2023,9/21/2023,R,Hill,81,45007
1820,10/25/2023,7/3/2023,C,Page,448,42226
1821,12/4/2023,1/13/2024,R,Annmarie,189,17511
1822,6/12/2023,8/19/2023,P,Onfroi,493,25764
1823,8/13/2023,12/13/2023,R,Lenee,862,27925
1824,8/23/2023,1/7/2024,P,Hamlin,418,39959
1825,5/27/2023,12/3/2023,E,Sly,415,48636
1826,3/15/2024,1/23/2024,C,Franciska,796,9575
1827,9/17/2023,9/10/2023,E,Carie,985,15849
1828,11/6/2023,6/1/2023,R,Winfield,673,45146
1829,2/8/2024,11/28/2023,P,Elka,872,35819
1830,12/9/2023,11/5/2023,E,Lemar,281,15001
1831,12/10/2023,3/11/2024,P,Glad,294,26879
1832,7/14/2023,6/11/2023,C,Valaria,882,2361
1833,12/11/2023,1/30/2024,E,Oralla,785,48603
1834,4/10/2024,10/4/2023,E,Isadora,440,20827
1835,5/24/2023,8/18/2023,P,Nolana,519,39888
1836,11/29/2023,8/13/2023,R,Geraldine,552,20269
1837,2/13/2024,7/12/2023,R,Elisabeth,757,32272
1838,7/19/2023,11/29/2023,P,Elysha,737,5549
1839,7/1/2023,12/26/2023,E,Izabel,743,35436
1840,12/14/2023,7/19/2023,R,Olympia,304,49755
1841,10/14/2023,8/3/2023,E,Cassy,192,27152
1842,3/21/2024,3/18/2024,C,Barry,99,26642
1843,11/19/2023,5/27/2023,C,Giulia,261,16222
1844,4/6/2024,9/23/2023,R,Margalo,769,2149
1845,8/30/2023,2/22/2024,E,Eugenia,728,28049
1846,7/3/2023,6/23/2023,R,Gabriellia,432,4205
1847,4/26/2023,4/29/2023,R,Cole,226,6776
1848,10/26/2023,3/2/2024,P,Wesley,53,45614
1849,7/17/2023,4/26/2023,P,Gianna,690,48861
1850,10/31/2023,12/31/2023,C,Cal,11,31145
1851,10/16/2023,6/22/2023,R,Huntlee,656,30721
1852,11/3/2023,6/21/2023,R,Brannon,301,13931
1853,7/19/2023,10/14/2023,C,Alyss,707,33808
1854,7/17/2023,10/1/2023,C,Jedidiah,795,662
1855,7/21/2023,11/9/2023,P,Terrance,509,48846
1856,4/4/2024,10/18/2023,P,Van,850,22552
1857,2/15/2024,7/4/2023,R,Martynne,256,18478
1858,12/21/2023,3/2/2024,R,Happy,106,44278
1859,11/20/2023,7/14/2023,P,Petronia,439,32782
1860,7/21/2023,2/29/2024,P,Zora,136,49582
1861,11/5/2023,6/4/2023,E,Tomaso,134,6777
1862,12/6/2023,6/1/2023,E,Roobbie,718,12573
1863,10/19/2023,12/3/2023,R,Tadd,713,2564
1864,6/29/2023,10/5/2023,C,Faunie,328,26924
1865,12/22/2023,8/21/2023,P,Kaleena,710,29486
1866,6/4/2023,7/17/2023,C,Maximilien,640,17530
1867,9/28/2023,2/6/2024,P,Dorthea,146,19229
1868,9/22/2023,8/20/2023,C,Westley,678,36200
1869,9/2/2023,10/7/2023,P,Poul,912,6388
1870,2/10/2024,9/5/2023,P,Marie,496,49898
1871,3/24/2024,12/24/2023,E,Guinna,855,8819
1872,3/11/2024,5/3/2023,E,Doria,47,17199
1873,2/22/2024,9/29/2023,R,Traver,844,473
1874,10/18/2023,3/25/2024,R,Veronique,602,41766
1875,12/8/2023,12/22/2023,P,Alfredo,881,28309
1876,2/4/2024,4/11/2024,R,Fern,533,6515
1877,8/26/2023,8/1/2023,E,Melly,760,46259
1878,5/25/2023,8/21/2023,C,Melvin,87,38078
1879,6/18/2023,7/17/2023,R,Persis,483,5450
1880,1/25/2024,8/3/2023,E,Elias,154,31667
1881,6/9/2023,8/12/2023,R,Sigmund,449,19698
1882,2/10/2024,4/10/2024,C,Lonee,425,22275
1883,7/25/2023,7/3/2023,P,Nappie,377,36219
1884,5/13/2023,8/17/2023,C,Garrett,480,16525
1885,1/16/2024,1/23/2024,C,Perle,913,25261
1886,1/19/2024,10/12/2023,C,Yance,369,33967
1887,10/17/2023,5/4/2023,R,Hugo,162,24604
1888,4/9/2024,12/13/2023,C,Kip,262,5010
1889,10/10/2023,9/5/2023,C,Johann,923,49295
1890,2/6/2024,12/28/2023,P,Wileen,776,44417
1891,9/23/2023,3/23/2024,R,Thedrick,380,12396
1892,5/21/2023,2/10/2024,R,Marius,974,1777
1893,9/27/2023,5/21/2023,C,Rana,417,28535
1894,6/10/2023,12/17/2023,R,Marijo,558,11050
1895,7/16/2023,6/10/2023,E,Freddie,818,11277
1896,12/16/2023,12/12/2023,C,Camey,336,10906
1897,2/19/2024,12/27/2023,C,Dacy,877,14392
1898,3/30/2024,4/20/2023,E,Fawne,612,39085
1899,12/15/2023,9/12/2023,E,Alick,265,2471
1900,4/5/2024,9/30/2023,E,Kile,806,24922
1901,1/2/2024,11/12/2023,C,Kalinda,925,4488
1902,12/28/2023,4/26/2023,P,Tamera,960,18212
1903,7/12/2023,2/28/2024,R,Fanechka,292,276
1904,12/20/2023,7/3/2023,C,Lucien,849,10284
1905,5/13/2023,2/23/2024,P,Germaine,343,41537
1906,7/25/2023,8/13/2023,E,Gretal,44,18102
1907,8/13/2023,4/14/2024,E,Samson,360,20870
1908,2/20/2024,4/26/2023,P,Gerda,560,1625
1909,5/2/2023,11/12/2023,R,Jaynell,852,27932
1910,4/13/2023,12/2/2023,R,Bettina,182,95
1911,11/18/2023,11/23/2023,E,Sutherland,892,43166
1912,10/4/2023,4/12/2024,R,Janelle,738,5319
1913,2/29/2024,6/26/2023,P,Duffy,314,36837
1914,3/10/2024,10/4/2023,R,Adham,966,47293
1915,12/27/2023,1/26/2024,E,Umberto,248,9353
1916,2/3/2024,6/4/2023,E,Danyette,763,39552
1917,5/31/2023,6/28/2023,P,Werner,730,13233
1918,3/13/2024,6/17/2023,C,Horatius,167,37935
1919,11/19/2023,6/26/2023,C,Alan,826,1954
1920,4/14/2023,8/18/2023,P,Hamnet,499,43158
1921,11/16/2023,6/17/2023,P,Megen,614,4293
1922,5/8/2023,4/23/2023,C,Editha,938,18489
1923,2/24/2024,3/8/2024,E,Lezlie,358,48336
1924,7/3/2023,5/25/2023,P,Rock,777,23753
1925,1/1/2024,11/9/2023,E,Edd,386,25111
1926,9/28/2023,7/4/2023,E,Lyon,863,44130
1927,7/5/2023,4/2/2024,P,Lynelle,210,42596
1928,3/11/2024,3/16/2024,C,Fredia,320,41799
1929,9/22/2023,5/20/2023,C,Christyna,952,19364
1930,7/16/2023,7/16/2023,R,Berky,178,29467
1931,9/20/2023,4/14/2024,E,Ardyce,58,20466
1932,10/23/2023,9/3/2023,E,Isabel,284,11442
1933,4/13/2023,3/7/2024,R,Jedidiah,246,36489
1934,11/25/2023,4/7/2024,R,Robby,400,33006
1935,8/18/2023,3/1/2024,E,Ofilia,861,37814
1936,9/25/2023,10/26/2023,C,Siobhan,700,30453
1937,8/20/2023,2/17/2024,P,Dawna,949,38548
1938,4/26/2023,10/1/2023,P,Shandeigh,568,7826
1939,2/5/2024,10/12/2023,C,Baron,691,29007
1940,12/3/2023,9/10/2023,P,Denys,194,5610
1941,1/31/2024,8/28/2023,C,Chauncey,753,46250
1942,1/9/2024,7/2/2023,R,Arty,434,21537
1943,11/15/2023,3/3/2024,P,Claretta,196,11501
1944,8/4/2023,6/19/2023,R,Francoise,991,7924
1945,7/28/2023,7/19/2023,E,Dolley,953,40019
1946,7/22/2023,4/29/2023,R,Marsiella,630,23540
1947,3/5/2024,12/21/2023,P,Jeno,412,3713
1948,9/6/2023,6/23/2023,P,Amalee,212,31191
1949,10/5/2023,12/4/2023,P,Jolene,531,26356
1950,8/7/2023,8/21/2023,P,Loise,723,11083
1951,10/11/2023,6/11/2023,E,Georgette,896,17031
1952,5/13/2023,9/7/2023,C,Doug,610,22038
1953,9/5/2023,6/16/2023,E,Simmonds,156,6114
1954,11/1/2023,11/11/2023,C,Wynnie,546,25259
1955,1/15/2024,5/30/2023,C,Lucais,528,13813
1956,3/19/2024,7/13/2023,E,Wallis,104,39358
1957,2/23/2024,8/26/2023,C,Stevie,404,38468
1958,3/23/2024,2/28/2024,R,Chelsae,500,3470
1959,10/31/2023,9/24/2023,E,Consuelo,155,29607
1960,1/12/2024,11/16/2023,R,Caitrin,273,5593
1961,2/11/2024,9/5/2023,E,Barnard,711,35018
1962,9/17/2023,1/12/2024,P,Delmar,357,35545
1963,7/16/2023,3/17/2024,C,Daune,799,19282
1964,6/25/2023,7/9/2023,C,Albert,43,49340
1965,4/23/2023,2/15/2024,E,Lanny,702,26200
