id,idCliente,direccionCliente
1480,1935,"Calle: Y, Numero: 80, Ciudad: t"
1481,1788,"Calle: o, Numero: 010, Ciudad: r"
1482,1436,"Calle: z, Numero: 957, Ciudad: x"
1483,1718,"Calle: n, Numero: 8, Ciudad: S"
1484,1102,"Calle: j, Numero: 356, Ciudad: Q"
1485,1016,"Calle: Z, Numero: 624, Ciudad: k"
1486,1797,"Calle: s, Numero: 450, Ciudad: b"
1487,1727,"Calle: j, Numero: 1, Ciudad: q"
1488,1835,"Calle: A, Numero: 521, Ciudad: u"
1489,1340,"Calle: d, Numero: 50, Ciudad: q"
1490,1850,"Calle: s, Numero: 64, Ciudad: p"
1491,1608,"Calle: Z, Numero: 91, Ciudad: t"
1492,1622,"Calle: Z, Numero: 81, Ciudad: r"
1493,1094,"Calle: i, Numero: 093, Ciudad: i"
1494,1252,"Calle: T, Numero: 369, Ciudad: z"
1495,1757,"Calle: X, Numero: 238, Ciudad: G"
1496,1356,"Calle: g, Numero: 5, Ciudad: E"
1497,1224,"Calle: N, Numero: 2, Ciudad: A"
1498,1366,"Calle: w, Numero: 5, Ciudad: J"
1499,1280,"Calle: F, Numero: 76, Ciudad: W"
1500,1139,"Calle: X, Numero: 5, Ciudad: B"
1501,1918,"Calle: T, Numero: 52, Ciudad: Z"
1502,1031,"Calle: k, Numero: 248, Ciudad: a"
1503,1230,"Calle: m, Numero: 7, Ciudad: I"
1504,1958,"Calle: q, Numero: 653, Ciudad: u"
1505,1991,"Calle: V, Numero: 967, Ciudad: r"
1506,1564,"Calle: z, Numero: 85, Ciudad: q"
1507,1142,"Calle: m, Numero: 695, Ciudad: x"
1508,1634,"Calle: z, Numero: 8, Ciudad: F"
1509,1283,"Calle: a, Numero: 79, Ciudad: K"
1510,1721,"Calle: A, Numero: 125, Ciudad: Q"
1511,1779,"Calle: Q, Numero: 0, Ciudad: E"
1512,1422,"Calle: g, Numero: 463, Ciudad: z"
1513,1005,"Calle: q, Numero: 595, Ciudad: J"
1514,1646,"Calle: I, Numero: 18, Ciudad: H"
1515,1999,"Calle: M, Numero: 790, Ciudad: K"
1516,1880,"Calle: h, Numero: 25, Ciudad: j"
1517,1607,"Calle: b, Numero: 8, Ciudad: p"
1518,1240,"Calle: X, Numero: 71, Ciudad: v"
1519,1459,"Calle: w, Numero: 7, Ciudad: I"
1520,1304,"Calle: u, Numero: 2, Ciudad: g"
1521,1392,"Calle: v, Numero: 898, Ciudad: X"
1522,1259,"Calle: w, Numero: 271, Ciudad: e"
1523,1773,"Calle: u, Numero: 554, Ciudad: S"
1524,1216,"Calle: h, Numero: 8, Ciudad: l"
1525,1816,"Calle: D, Numero: 24, Ciudad: O"
1526,1335,"Calle: A, Numero: 54, Ciudad: e"
1527,1155,"Calle: m, Numero: 3, Ciudad: n"
1528,1181,"Calle: B, Numero: 2, Ciudad: R"
1529,1541,"Calle: m, Numero: 136, Ciudad: W"
1530,1755,"Calle: h, Numero: 705, Ciudad: Q"
1531,1674,"Calle: O, Numero: 39, Ciudad: q"
1532,1894,"Calle: k, Numero: 5, Ciudad: J"
1533,1638,"Calle: F, Numero: 958, Ciudad: X"
1534,1009,"Calle: W, Numero: 02, Ciudad: t"
1535,1848,"Calle: d, Numero: 2, Ciudad: Z"
1536,1662,"Calle: k, Numero: 206, Ciudad: t"
1537,1062,"Calle: S, Numero: 8, Ciudad: d"
1538,1629,"Calle: r, Numero: 0, Ciudad: X"
1539,1826,"Calle: w, Numero: 119, Ciudad: u"
1540,1902,"Calle: g, Numero: 0, Ciudad: k"
1541,1986,"Calle: z, Numero: 13, Ciudad: W"
1542,1597,"Calle: R, Numero: 65, Ciudad: t"
1543,1618,"Calle: b, Numero: 62, Ciudad: J"
1544,1376,"Calle: N, Numero: 5, Ciudad: v"
1545,1354,"Calle: A, Numero: 151, Ciudad: o"
1546,1572,"Calle: a, Numero: 65, Ciudad: Y"
1547,1096,"Calle: n, Numero: 0, Ciudad: y"
1548,1328,"Calle: p, Numero: 953, Ciudad: G"
1549,1654,"Calle: j, Numero: 63, Ciudad: W"
1550,1030,"Calle: J, Numero: 131, Ciudad: D"
1551,1168,"Calle: D, Numero: 74, Ciudad: v"
1552,1425,"Calle: K, Numero: 429, Ciudad: d"
1553,1875,"Calle: z, Numero: 8, Ciudad: B"
1554,1772,"Calle: R, Numero: 113, Ciudad: i"
1555,1188,"Calle: d, Numero: 02, Ciudad: C"
1556,1241,"Calle: Z, Numero: 319, Ciudad: Z"
1557,1127,"Calle: X, Numero: 197, Ciudad: l"
1558,1827,"Calle: V, Numero: 89, Ciudad: N"
1559,1246,"Calle: m, Numero: 34, Ciudad: a"
1560,1058,"Calle: p, Numero: 86, Ciudad: P"
1561,1495,"Calle: p, Numero: 74, Ciudad: m"
1562,1327,"Calle: U, Numero: 774, Ciudad: L"
1563,1200,"Calle: C, Numero: 8, Ciudad: v"
1564,1818,"Calle: p, Numero: 1, Ciudad: U"
1565,1557,"Calle: b, Numero: 97, Ciudad: F"
1566,1512,"Calle: X, Numero: 528, Ciudad: s"
1567,1125,"Calle: b, Numero: 548, Ciudad: p"
1568,1937,"Calle: K, Numero: 540, Ciudad: k"
1569,1854,"Calle: H, Numero: 99, Ciudad: g"
1570,1786,"Calle: V, Numero: 6, Ciudad: H"
1571,1287,"Calle: B, Numero: 637, Ciudad: K"
1572,1233,"Calle: X, Numero: 52, Ciudad: o"
1573,1396,"Calle: L, Numero: 5, Ciudad: V"
1574,1315,"Calle: q, Numero: 8, Ciudad: O"
1575,1482,"Calle: u, Numero: 691, Ciudad: K"
1576,1361,"Calle: N, Numero: 61, Ciudad: u"
1577,1601,"Calle: X, Numero: 42, Ciudad: H"
1578,1610,"Calle: i, Numero: 2, Ciudad: a"
1579,1843,"Calle: K, Numero: 95, Ciudad: r"
1580,1934,"Calle: W, Numero: 754, Ciudad: Y"
1581,1070,"Calle: I, Numero: 661, Ciudad: w"
1582,1756,"Calle: o, Numero: 96, Ciudad: S"
1583,1116,"Calle: s, Numero: 97, Ciudad: e"
1584,1087,"Calle: X, Numero: 30, Ciudad: Y"
1585,1680,"Calle: k, Numero: 09, Ciudad: r"
1586,1905,"Calle: b, Numero: 72, Ciudad: v"
1587,1595,"Calle: Q, Numero: 910, Ciudad: n"
1588,1004,"Calle: i, Numero: 107, Ciudad: H"
1589,1657,"Calle: X, Numero: 1, Ciudad: E"
1590,1562,"Calle: F, Numero: 830, Ciudad: N"
1591,1236,"Calle: n, Numero: 6, Ciudad: j"
1592,1658,"Calle: p, Numero: 2, Ciudad: d"
1593,1853,"Calle: j, Numero: 40, Ciudad: k"
1594,1687,"Calle: X, Numero: 878, Ciudad: C"
1595,1010,"Calle: x, Numero: 70, Ciudad: U"
1596,1144,"Calle: A, Numero: 45, Ciudad: V"
1597,1478,"Calle: J, Numero: 5, Ciudad: T"
1598,1830,"Calle: s, Numero: 45, Ciudad: u"
1599,1582,"Calle: P, Numero: 566, Ciudad: S"
1600,1307,"Calle: K, Numero: 43, Ciudad: g"
1601,1790,"Calle: L, Numero: 97, Ciudad: O"
1602,1316,"Calle: y, Numero: 57, Ciudad: Z"
1603,1332,"Calle: m, Numero: 9, Ciudad: w"
1604,1166,"Calle: x, Numero: 360, Ciudad: U"
1605,1235,"Calle: u, Numero: 62, Ciudad: b"
1606,1585,"Calle: M, Numero: 3, Ciudad: G"
1607,1898,"Calle: h, Numero: 9, Ciudad: P"
1608,1993,"Calle: E, Numero: 3, Ciudad: x"
1609,1838,"Calle: q, Numero: 3, Ciudad: Y"
1610,1450,"Calle: L, Numero: 4, Ciudad: L"
1611,1205,"Calle: v, Numero: 98, Ciudad: C"
1612,1353,"Calle: F, Numero: 34, Ciudad: j"
1613,1645,"Calle: P, Numero: 1, Ciudad: R"
1614,1059,"Calle: w, Numero: 01, Ciudad: Y"
1615,1903,"Calle: r, Numero: 917, Ciudad: r"
1616,1575,"Calle: y, Numero: 2, Ciudad: p"
1617,1390,"Calle: y, Numero: 65, Ciudad: n"
1618,1775,"Calle: V, Numero: 321, Ciudad: L"
1619,1424,"Calle: T, Numero: 2, Ciudad: c"
1620,1312,"Calle: l, Numero: 455, Ciudad: P"
1621,1119,"Calle: P, Numero: 34, Ciudad: Z"
1622,1174,"Calle: F, Numero: 38, Ciudad: X"
1623,1516,"Calle: Z, Numero: 524, Ciudad: D"
1624,1456,"Calle: W, Numero: 3, Ciudad: M"
1625,1130,"Calle: Z, Numero: 17, Ciudad: N"
1626,1458,"Calle: f, Numero: 831, Ciudad: A"
1627,1282,"Calle: w, Numero: 1, Ciudad: v"
1628,1729,"Calle: V, Numero: 23, Ciudad: u"
1629,1771,"Calle: V, Numero: 01, Ciudad: A"
1630,1808,"Calle: N, Numero: 540, Ciudad: g"
1631,1641,"Calle: T, Numero: 44, Ciudad: F"
1632,1668,"Calle: h, Numero: 426, Ciudad: s"
1633,1571,"Calle: V, Numero: 63, Ciudad: i"
1634,1708,"Calle: L, Numero: 98, Ciudad: w"
1635,1461,"Calle: W, Numero: 8, Ciudad: d"
1636,1895,"Calle: j, Numero: 5, Ciudad: X"
1637,1232,"Calle: r, Numero: 1, Ciudad: e"
1638,1068,"Calle: s, Numero: 811, Ciudad: n"
1639,1847,"Calle: z, Numero: 29, Ciudad: m"
1640,1563,"Calle: y, Numero: 732, Ciudad: V"
1641,1257,"Calle: V, Numero: 91, Ciudad: d"
1642,1326,"Calle: h, Numero: 926, Ciudad: c"
1643,1271,"Calle: z, Numero: 3, Ciudad: J"
1644,1069,"Calle: H, Numero: 894, Ciudad: G"
1645,1596,"Calle: t, Numero: 24, Ciudad: A"
1646,1651,"Calle: T, Numero: 683, Ciudad: k"
1647,1218,"Calle: m, Numero: 3, Ciudad: U"
1648,1508,"Calle: p, Numero: 7, Ciudad: H"
1649,1110,"Calle: O, Numero: 9, Ciudad: V"
1650,1220,"Calle: f, Numero: 805, Ciudad: N"
1651,1921,"Calle: R, Numero: 18, Ciudad: r"
1652,1015,"Calle: u, Numero: 208, Ciudad: E"
1653,1896,"Calle: N, Numero: 2, Ciudad: X"
1654,1695,"Calle: x, Numero: 51, Ciudad: v"
1655,1861,"Calle: D, Numero: 7, Ciudad: S"
1656,1507,"Calle: I, Numero: 8, Ciudad: t"
1657,1049,"Calle: o, Numero: 65, Ciudad: P"
1658,1892,"Calle: F, Numero: 104, Ciudad: v"
1659,1060,"Calle: D, Numero: 2, Ciudad: B"
1660,1821,"Calle: P, Numero: 14, Ciudad: d"
1661,1169,"Calle: v, Numero: 046, Ciudad: b"
1662,1262,"Calle: A, Numero: 24, Ciudad: y"
1663,1299,"Calle: m, Numero: 2, Ciudad: w"
1664,1113,"Calle: s, Numero: 379, Ciudad: X"
1665,1442,"Calle: o, Numero: 2, Ciudad: V"
1666,1514,"Calle: x, Numero: 978, Ciudad: p"
1667,1050,"Calle: v, Numero: 395, Ciudad: t"
1668,1480,"Calle: W, Numero: 9, Ciudad: l"
1669,1383,"Calle: a, Numero: 844, Ciudad: t"
1670,1829,"Calle: B, Numero: 11, Ciudad: w"
1671,1518,"Calle: X, Numero: 33, Ciudad: s"
1672,1536,"Calle: O, Numero: 309, Ciudad: V"
1673,1748,"Calle: x, Numero: 124, Ciudad: K"
1674,1535,"Calle: c, Numero: 06, Ciudad: S"
1675,1203,"Calle: T, Numero: 2, Ciudad: F"
1676,1446,"Calle: F, Numero: 88, Ciudad: x"
1677,1019,"Calle: c, Numero: 6, Ciudad: u"
1678,1879,"Calle: S, Numero: 83, Ciudad: d"
1679,1992,"Calle: d, Numero: 4, Ciudad: N"
1680,1533,"Calle: D, Numero: 698, Ciudad: R"
1681,1664,"Calle: k, Numero: 3, Ciudad: C"
1682,1587,"Calle: P, Numero: 3, Ciudad: m"
1683,1828,"Calle: w, Numero: 12, Ciudad: Z"
1684,1627,"Calle: G, Numero: 4, Ciudad: u"
1685,1746,"Calle: q, Numero: 38, Ciudad: B"
1686,1726,"Calle: a, Numero: 1, Ciudad: W"
1687,1998,"Calle: X, Numero: 7, Ciudad: M"
1688,1288,"Calle: b, Numero: 45, Ciudad: I"
1689,1333,"Calle: Y, Numero: 54, Ciudad: w"
1690,1339,"Calle: M, Numero: 325, Ciudad: m"
1691,1581,"Calle: D, Numero: 121, Ciudad: y"
1692,1489,"Calle: W, Numero: 069, Ciudad: T"
1693,1947,"Calle: j, Numero: 655, Ciudad: F"
1694,1527,"Calle: A, Numero: 7, Ciudad: j"
1695,1441,"Calle: Z, Numero: 39, Ciudad: w"
1696,1056,"Calle: S, Numero: 84, Ciudad: B"
1697,1297,"Calle: E, Numero: 7, Ciudad: i"
1698,1145,"Calle: b, Numero: 9, Ciudad: u"
1699,1591,"Calle: Z, Numero: 04, Ciudad: I"
1700,1987,"Calle: C, Numero: 489, Ciudad: X"
1701,1120,"Calle: Z, Numero: 15, Ciudad: R"
1702,1473,"Calle: j, Numero: 90, Ciudad: H"
1703,1736,"Calle: U, Numero: 87, Ciudad: b"
1704,1922,"Calle: v, Numero: 34, Ciudad: E"
1705,1239,"Calle: y, Numero: 088, Ciudad: z"
1706,1277,"Calle: q, Numero: 38, Ciudad: x"
1707,1744,"Calle: O, Numero: 770, Ciudad: a"
1708,1330,"Calle: t, Numero: 16, Ciudad: r"
1709,1530,"Calle: V, Numero: 8, Ciudad: n"
1710,1787,"Calle: S, Numero: 700, Ciudad: Q"
1711,1341,"Calle: T, Numero: 423, Ciudad: C"
1712,1196,"Calle: d, Numero: 486, Ciudad: X"
1713,1457,"Calle: A, Numero: 762, Ciudad: t"
1714,1621,"Calle: N, Numero: 868, Ciudad: V"
1715,1191,"Calle: B, Numero: 7, Ciudad: l"
1716,1899,"Calle: X, Numero: 824, Ciudad: G"
1717,1558,"Calle: h, Numero: 95, Ciudad: G"
1718,1092,"Calle: s, Numero: 7, Ciudad: S"
1719,1190,"Calle: G, Numero: 595, Ciudad: X"
1720,1553,"Calle: x, Numero: 12, Ciudad: b"
1721,1997,"Calle: G, Numero: 293, Ciudad: l"
1722,1427,"Calle: i, Numero: 3, Ciudad: Z"
1723,1936,"Calle: b, Numero: 76, Ciudad: d"
1724,1580,"Calle: P, Numero: 44, Ciudad: V"
1725,1632,"Calle: P, Numero: 72, Ciudad: Q"
1726,1219,"Calle: m, Numero: 24, Ciudad: M"
1727,1749,"Calle: C, Numero: 3, Ciudad: C"
1728,1293,"Calle: W, Numero: 804, Ciudad: r"
1729,1560,"Calle: E, Numero: 60, Ciudad: h"
1730,1163,"Calle: k, Numero: 892, Ciudad: s"
1731,1211,"Calle: w, Numero: 3, Ciudad: X"
1732,1644,"Calle: M, Numero: 30, Ciudad: O"
1733,1855,"Calle: P, Numero: 9, Ciudad: x"
1734,1250,"Calle: A, Numero: 89, Ciudad: O"
1735,1076,"Calle: Q, Numero: 3, Ciudad: a"
1736,1589,"Calle: V, Numero: 43, Ciudad: X"
1737,1073,"Calle: O, Numero: 125, Ciudad: t"
1738,1693,"Calle: Q, Numero: 8, Ciudad: B"
1739,1247,"Calle: w, Numero: 3, Ciudad: g"
1740,1136,"Calle: k, Numero: 53, Ciudad: M"
1741,1485,"Calle: I, Numero: 00, Ciudad: Z"
1742,1284,"Calle: x, Numero: 89, Ciudad: B"
1743,1430,"Calle: h, Numero: 81, Ciudad: m"
1744,1122,"Calle: u, Numero: 5, Ciudad: o"
1745,1091,"Calle: t, Numero: 845, Ciudad: D"
1746,1129,"Calle: w, Numero: 47, Ciudad: h"
1747,1486,"Calle: g, Numero: 357, Ciudad: J"
1748,1001,"Calle: B, Numero: 2, Ciudad: p"
1749,1620,"Calle: T, Numero: 149, Ciudad: F"
1750,1692,"Calle: x, Numero: 123, Ciudad: i"
1751,1124,"Calle: K, Numero: 907, Ciudad: Q"
1752,1460,"Calle: M, Numero: 607, Ciudad: N"
1753,1372,"Calle: C, Numero: 188, Ciudad: J"
1754,1603,"Calle: j, Numero: 603, Ciudad: T"
1755,1313,"Calle: P, Numero: 3, Ciudad: H"
1756,1694,"Calle: j, Numero: 3, Ciudad: e"
1757,1867,"Calle: O, Numero: 476, Ciudad: L"
1758,1659,"Calle: Z, Numero: 293, Ciudad: i"
1759,1711,"Calle: v, Numero: 8, Ciudad: Q"
1760,1745,"Calle: L, Numero: 78, Ciudad: F"
1761,2000,"Calle: L, Numero: 5, Ciudad: C"
1762,1285,"Calle: P, Numero: 55, Ciudad: P"
1763,1891,"Calle: U, Numero: 775, Ciudad: a"
1764,1665,"Calle: j, Numero: 230, Ciudad: z"
1765,1439,"Calle: W, Numero: 469, Ciudad: b"
1766,1275,"Calle: v, Numero: 899, Ciudad: a"
1767,1774,"Calle: o, Numero: 188, Ciudad: X"
1768,1588,"Calle: h, Numero: 377, Ciudad: W"
1769,1132,"Calle: a, Numero: 22, Ciudad: f"
1770,1840,"Calle: P, Numero: 84, Ciudad: l"
1771,1500,"Calle: B, Numero: 83, Ciudad: V"
1772,1704,"Calle: X, Numero: 8, Ciudad: X"
1773,1548,"Calle: w, Numero: 66, Ciudad: f"
1774,1872,"Calle: P, Numero: 74, Ciudad: j"
1775,1493,"Calle: x, Numero: 22, Ciudad: d"
1776,1817,"Calle: K, Numero: 40, Ciudad: q"
1777,1770,"Calle: r, Numero: 1, Ciudad: J"
1778,1121,"Calle: N, Numero: 62, Ciudad: m"
1779,1663,"Calle: q, Numero: 1, Ciudad: p"
1780,1412,"Calle: C, Numero: 54, Ciudad: A"
1781,1264,"Calle: k, Numero: 91, Ciudad: n"
1782,1064,"Calle: z, Numero: 66, Ciudad: E"
1783,1020,"Calle: j, Numero: 499, Ciudad: B"
1784,1836,"Calle: c, Numero: 8, Ciudad: Z"
1785,1348,"Calle: Y, Numero: 290, Ciudad: g"
1786,1150,"Calle: A, Numero: 16, Ciudad: T"
1787,1568,"Calle: P, Numero: 6, Ciudad: l"
1788,1929,"Calle: I, Numero: 0, Ciudad: K"
1789,1924,"Calle: t, Numero: 057, Ciudad: E"
1790,1871,"Calle: j, Numero: 6, Ciudad: z"
1791,1647,"Calle: i, Numero: 88, Ciudad: z"
1792,1067,"Calle: U, Numero: 7, Ciudad: m"
1793,1820,"Calle: t, Numero: 31, Ciudad: D"
1794,1448,"Calle: d, Numero: 362, Ciudad: I"
1795,1139,"Calle: s, Numero: 1, Ciudad: p"
1796,1027,"Calle: r, Numero: 107, Ciudad: e"
1797,1764,"Calle: a, Numero: 14, Ciudad: E"
1798,1297,"Calle: x, Numero: 84, Ciudad: l"
1799,1176,"Calle: r, Numero: 16, Ciudad: p"
1800,1529,"Calle: v, Numero: 00, Ciudad: r"
1801,1721,"Calle: E, Numero: 4, Ciudad: O"
1802,1874,"Calle: p, Numero: 388, Ciudad: b"
1803,1339,"Calle: e, Numero: 1, Ciudad: u"
1804,1600,"Calle: s, Numero: 418, Ciudad: v"
1805,1438,"Calle: U, Numero: 4, Ciudad: U"
1806,1275,"Calle: J, Numero: 0, Ciudad: M"
1807,1575,"Calle: l, Numero: 0, Ciudad: F"
1808,1583,"Calle: x, Numero: 1, Ciudad: I"
1809,1597,"Calle: z, Numero: 4, Ciudad: q"
1810,1261,"Calle: h, Numero: 3, Ciudad: y"
1811,1981,"Calle: W, Numero: 7, Ciudad: M"
1812,1922,"Calle: H, Numero: 6, Ciudad: B"
1813,1802,"Calle: G, Numero: 82, Ciudad: b"
1814,1717,"Calle: I, Numero: 996, Ciudad: a"
1815,1640,"Calle: b, Numero: 65, Ciudad: M"
1816,1784,"Calle: e, Numero: 03, Ciudad: d"
1817,1105,"Calle: l, Numero: 91, Ciudad: h"
1818,1166,"Calle: F, Numero: 0, Ciudad: g"
1819,1683,"Calle: w, Numero: 285, Ciudad: J"
1820,1731,"Calle: t, Numero: 7, Ciudad: T"
1821,1219,"Calle: O, Numero: 6, Ciudad: v"
1822,1789,"Calle: V, Numero: 777, Ciudad: O"
1823,1578,"Calle: X, Numero: 55, Ciudad: q"
1824,1522,"Calle: R, Numero: 874, Ciudad: D"
1825,1010,"Calle: e, Numero: 22, Ciudad: A"
1826,1019,"Calle: C, Numero: 1, Ciudad: c"
1827,1443,"Calle: v, Numero: 320, Ciudad: G"
1828,1737,"Calle: e, Numero: 356, Ciudad: L"
1829,1801,"Calle: i, Numero: 1, Ciudad: y"
1830,1961,"Calle: Z, Numero: 55, Ciudad: k"
1831,1262,"Calle: T, Numero: 9, Ciudad: c"
1832,1747,"Calle: e, Numero: 6, Ciudad: s"
1833,1852,"Calle: S, Numero: 1, Ciudad: w"
1834,1243,"Calle: T, Numero: 5, Ciudad: q"
1835,1601,"Calle: l, Numero: 517, Ciudad: y"
1836,1082,"Calle: u, Numero: 7, Ciudad: H"
1837,1685,"Calle: E, Numero: 6, Ciudad: D"
1838,1626,"Calle: N, Numero: 6, Ciudad: o"
1839,1308,"Calle: K, Numero: 133, Ciudad: n"
1840,1456,"Calle: G, Numero: 128, Ciudad: k"
1841,1031,"Calle: m, Numero: 25, Ciudad: o"
1842,1328,"Calle: k, Numero: 9, Ciudad: V"
1843,1459,"Calle: T, Numero: 3, Ciudad: Y"
1844,1479,"Calle: T, Numero: 0, Ciudad: Q"
1845,1615,"Calle: O, Numero: 92, Ciudad: H"
1846,1119,"Calle: o, Numero: 082, Ciudad: e"
1847,1655,"Calle: S, Numero: 94, Ciudad: h"
1848,1887,"Calle: Y, Numero: 7, Ciudad: c"
1849,1501,"Calle: F, Numero: 7, Ciudad: N"
1850,1505,"Calle: E, Numero: 509, Ciudad: M"
1851,1391,"Calle: f, Numero: 978, Ciudad: u"
1852,1844,"Calle: l, Numero: 959, Ciudad: c"
1853,1383,"Calle: n, Numero: 366, Ciudad: O"
1854,1252,"Calle: s, Numero: 427, Ciudad: s"
1855,1694,"Calle: f, Numero: 47, Ciudad: d"
1856,1481,"Calle: b, Numero: 818, Ciudad: D"
1857,1478,"Calle: m, Numero: 32, Ciudad: v"
1858,1679,"Calle: p, Numero: 40, Ciudad: R"
1859,1004,"Calle: E, Numero: 386, Ciudad: O"
1860,1429,"Calle: h, Numero: 98, Ciudad: b"
1861,1822,"Calle: f, Numero: 76, Ciudad: W"
1862,1881,"Calle: L, Numero: 618, Ciudad: o"
1863,1389,"Calle: K, Numero: 6, Ciudad: c"
1864,1541,"Calle: x, Numero: 01, Ciudad: G"
1865,1057,"Calle: P, Numero: 7, Ciudad: F"
1866,1546,"Calle: N, Numero: 1, Ciudad: d"
1867,1662,"Calle: W, Numero: 92, Ciudad: E"
1868,1175,"Calle: d, Numero: 4, Ciudad: G"
1869,1888,"Calle: R, Numero: 098, Ciudad: z"
1870,1334,"Calle: j, Numero: 12, Ciudad: U"
1871,1842,"Calle: i, Numero: 24, Ciudad: v"
1872,1191,"Calle: T, Numero: 8, Ciudad: B"
1873,1059,"Calle: P, Numero: 087, Ciudad: I"
1874,1959,"Calle: G, Numero: 0, Ciudad: b"
1875,1009,"Calle: V, Numero: 702, Ciudad: V"
1876,1080,"Calle: s, Numero: 148, Ciudad: V"
1877,1785,"Calle: V, Numero: 14, Ciudad: K"
1878,1840,"Calle: U, Numero: 1, Ciudad: x"
1879,1596,"Calle: R, Numero: 392, Ciudad: W"
1880,1483,"Calle: X, Numero: 2, Ciudad: I"
1881,1580,"Calle: j, Numero: 52, Ciudad: z"
1882,1022,"Calle: s, Numero: 976, Ciudad: w"
1883,1447,"Calle: t, Numero: 2, Ciudad: R"
1884,1428,"Calle: J, Numero: 590, Ciudad: U"
1885,1415,"Calle: f, Numero: 867, Ciudad: C"
1886,1192,"Calle: D, Numero: 05, Ciudad: Q"
1887,1411,"Calle: Y, Numero: 1, Ciudad: h"
1888,1994,"Calle: g, Numero: 15, Ciudad: t"
1889,1707,"Calle: K, Numero: 14, Ciudad: g"
1890,1644,"Calle: D, Numero: 251, Ciudad: i"
1891,1884,"Calle: R, Numero: 7, Ciudad: h"
1892,1983,"Calle: Z, Numero: 9, Ciudad: L"
1893,1914,"Calle: A, Numero: 014, Ciudad: o"
1894,1184,"Calle: O, Numero: 2, Ciudad: y"
1895,1270,"Calle: m, Numero: 624, Ciudad: q"
1896,1953,"Calle: k, Numero: 48, Ciudad: p"
1897,1220,"Calle: S, Numero: 9, Ciudad: r"
1898,1668,"Calle: V, Numero: 93, Ciudad: Z"
1899,1816,"Calle: v, Numero: 49, Ciudad: d"
1900,1124,"Calle: y, Numero: 026, Ciudad: u"
1901,1963,"Calle: l, Numero: 08, Ciudad: K"
1902,1569,"Calle: M, Numero: 08, Ciudad: G"
1903,1944,"Calle: A, Numero: 7, Ciudad: n"
1904,1444,"Calle: F, Numero: 2, Ciudad: C"
1905,1891,"Calle: P, Numero: 606, Ciudad: p"
1906,1692,"Calle: H, Numero: 266, Ciudad: V"
1907,1567,"Calle: t, Numero: 17, Ciudad: E"
1908,1076,"Calle: F, Numero: 459, Ciudad: V"
1909,1136,"Calle: U, Numero: 80, Ciudad: k"
1910,1143,"Calle: t, Numero: 9, Ciudad: p"
1911,1196,"Calle: K, Numero: 980, Ciudad: d"
1912,1820,"Calle: J, Numero: 54, Ciudad: o"
1913,1746,"Calle: U, Numero: 33, Ciudad: r"
1914,1466,"Calle: M, Numero: 09, Ciudad: E"
1915,1024,"Calle: N, Numero: 603, Ciudad: o"
1916,1949,"Calle: o, Numero: 55, Ciudad: j"
1917,1827,"Calle: H, Numero: 4, Ciudad: s"
1918,1430,"Calle: F, Numero: 1, Ciudad: v"
1919,1246,"Calle: I, Numero: 308, Ciudad: r"
1920,1637,"Calle: Q, Numero: 2, Ciudad: B"
1921,1896,"Calle: x, Numero: 563, Ciudad: J"
1922,1189,"Calle: c, Numero: 62, Ciudad: t"
1923,1643,"Calle: O, Numero: 6, Ciudad: V"
1924,1828,"Calle: b, Numero: 777, Ciudad: q"
1925,1905,"Calle: x, Numero: 047, Ciudad: p"
1926,1422,"Calle: q, Numero: 8, Ciudad: M"
1927,1112,"Calle: U, Numero: 2, Ciudad: i"
1928,1607,"Calle: W, Numero: 4, Ciudad: R"
1929,1365,"Calle: k, Numero: 153, Ciudad: M"
1930,1992,"Calle: t, Numero: 3, Ciudad: l"
1931,1525,"Calle: d, Numero: 3, Ciudad: q"
1932,1853,"Calle: n, Numero: 715, Ciudad: x"
1933,1100,"Calle: N, Numero: 07, Ciudad: F"
1934,1307,"Calle: N, Numero: 005, Ciudad: x"
1935,1542,"Calle: c, Numero: 088, Ciudad: W"
1936,1741,"Calle: q, Numero: 1, Ciudad: z"
1937,1504,"Calle: H, Numero: 61, Ciudad: w"
1938,1043,"Calle: J, Numero: 72, Ciudad: r"
1939,1652,"Calle: w, Numero: 600, Ciudad: B"
1940,1148,"Calle: p, Numero: 5, Ciudad: T"
1941,1574,"Calle: h, Numero: 8, Ciudad: M"
1942,1966,"Calle: I, Numero: 46, Ciudad: E"
1943,1845,"Calle: K, Numero: 70, Ciudad: t"
1944,1067,"Calle: L, Numero: 7, Ciudad: s"
1945,1674,"Calle: D, Numero: 790, Ciudad: Z"
1946,1152,"Calle: t, Numero: 714, Ciudad: l"
1947,1416,"Calle: P, Numero: 58, Ciudad: e"
1948,1323,"Calle: Z, Numero: 107, Ciudad: g"
1949,1796,"Calle: v, Numero: 5, Ciudad: e"
1950,1910,"Calle: S, Numero: 244, Ciudad: I"
1951,1547,"Calle: n, Numero: 5, Ciudad: l"
1952,1850,"Calle: U, Numero: 496, Ciudad: z"
1953,1630,"Calle: S, Numero: 2, Ciudad: r"
1954,1824,"Calle: R, Numero: 33, Ciudad: d"
1955,1213,"Calle: z, Numero: 61, Ciudad: J"
1956,1286,"Calle: B, Numero: 25, Ciudad: n"
1957,1114,"Calle: U, Numero: 5, Ciudad: W"
1958,1653,"Calle: H, Numero: 506, Ciudad: W"
1959,1420,"Calle: e, Numero: 90, Ciudad: k"
